Gene,Late RPCs_spec,Photoreceptor Precursor_spec,RGC_spec,Early RPCs_spec,Amacrine_spec,Muller Glia_spec,Horizontal_spec,Bipolar_spec,Photoreceptor_spec
BX284638.2,0.922360248,0.922360248,0.957566462,0.922360248,0.922360248,0.922360248,0.922360248,0.922360248,0.922360248
mcoln1b,0.999223602,0.999223602,0.999486125,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602
si:ch73-144l3.1,0.999486125,0.999486125,0.999486125,0.999486125,0.999486125,0.999486125,0.999486125,0.999847723,0.999486125
BX004785.2,1,1,1,1,1,1,1,1,1
si:ch211-12p12.2,0.999695447,0.999695447,0.999695447,1,0.999695447,0.999695447,0.999695447,0.999695447,0.999695447
zgc:136767,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.999795501
jpt1b,0.354813665,0.354813665,0.50227445,0.354813665,0.354813665,0.354813665,0.354813665,0.354813665,0.354813665
sumo2b,0.165067763,0.165067763,0.165067763,0.211180124,0.165067763,0.165067763,0.165067763,0.165067763,0.165067763
nup85,0.996345363,0.996345363,0.996345363,0.997944502,0.996345363,0.996345363,0.996345363,0.996345363,0.996345363
gga3b,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.998781788
si:ch1073-209h18.1,1,1,1,1,1,1,1,1,1
si:ch73-59f11.3,0.998629511,0.998629511,0.998629511,0.999620925,0.998629511,0.998629511,0.998629511,0.998629511,0.998629511
cygb1,0.885093168,0.885093168,0.988627748,0.885093168,0.885093168,0.885093168,0.885093168,0.885093168,0.885093168
atg4db,0.998748436,0.998781788,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436
mast1b,0.904503106,0.904503106,0.929492039,0.904503106,0.904503106,0.904503106,0.904503106,0.904503106,0.904503106
BX000701.1,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.997685185,0.998223801,0.997685185,0.997685185
zgc:113102,0.997411299,0.997411299,0.997411299,0.997496871,0.997411299,0.997411299,0.997411299,0.997411299,0.997411299
zmp:0000001228,0.981481481,0.981481481,0.981481481,0.981481481,0.981481481,0.981481481,0.98416324,0.981481481,0.981481481
BX000701.2,0.992233897,0.992233897,0.992233897,0.992490613,0.992233897,0.992233897,0.992233897,0.992233897,0.992233897
BX005085.2,0.99689441,0.99689441,0.997757848,0.99689441,0.99689441,0.99689441,0.99689441,0.99689441,0.99689441
BX005085.3,0.994993742,0.995515695,0.994993742,0.994993742,0.994993742,0.994993742,0.994993742,0.994993742,0.994993742
BX005085.7,0.966367713,0.966367713,0.966367713,0.966367713,0.966367713,0.968028419,0.966367713,0.966367713,0.966367713
BX005085.1,0.993055556,0.993055556,0.993055556,0.993055556,0.993055556,0.993055556,0.996118012,0.993055556,0.993055556
BX005085.6,0.993742178,0.993756662,0.993742178,0.993742178,0.993742178,0.993742178,0.993742178,0.993742178,0.993742178
BX005085.5,0.992490613,0.996588324,0.992490613,0.992490613,0.992490613,0.992490613,0.992490613,0.992490613,0.992490613
BX005085.4,0.972222222,0.972222222,0.972222222,0.972222222,0.972222222,0.972222222,0.974968711,0.972222222,0.972222222
FO704858.1,0.999486125,0.999486125,0.999486125,0.999486125,0.999486125,0.999486125,0.999486125,0.999620925,0.999486125
zgc:173577,0.994061215,0.993558282,0.993558282,0.993558282,0.993558282,0.993558282,0.993558282,0.993558282,0.993558282
si:ch1073-186o8.3,0.997106746,0.997106746,0.997106746,0.997496871,0.997106746,0.997106746,0.997106746,0.997106746,0.997106746
zgc:113443,0.989987484,0.992638037,0.989987484,0.989987484,0.989987484,0.989987484,0.989987484,0.989987484,0.989987484
zgc:173517,0.992690726,0.992690726,0.992690726,0.995501022,0.992690726,0.992690726,0.992690726,0.992690726,0.992690726
CR847850.1,0.997496871,0.997715852,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871
znf1001,0.999390894,0.999390894,0.999390894,0.999486125,0.999390894,0.999390894,0.999390894,0.999390894,0.999390894
zmp:0000001003,0.980356327,0.980356327,0.980356327,0.989987484,0.980356327,0.980356327,0.980356327,0.980356327,0.980356327
zgc:109949,0.737668161,0.737668161,0.737668161,0.737668161,0.737668161,0.761989343,0.737668161,0.737668161,0.737668161
junbb,0.515695067,0.515695067,0.515695067,0.515695067,0.515695067,0.68143749,0.515695067,0.515695067,0.515695067
hook2,0.990740741,0.990740741,0.990740741,0.990740741,0.990740741,0.990740741,0.991624791,0.990740741,0.990740741
trir,0.575757576,0.575757576,0.575757576,0.763087935,0.575757576,0.575757576,0.575757576,0.575757576,0.575757576
ubn2b,0.895081468,0.895081468,0.895081468,0.957259714,0.895081468,0.895081468,0.895081468,0.895081468,0.895081468
trim35-21,1,1,1,1,1,1,1,1,1
trim35-25,1,1,1,1,1,1,1,1,1
trim35-24,1,0.999693252,0.999693252,0.999693252,0.999693252,0.999693252,0.999693252,0.999693252,0.999693252
trim35-23,1,1,1,1,1,1,1,1,1
trim35-22,1,1,1,1,1,1,1,1,1
si:ch211-175l6.2,0.999847723,0.999847723,0.999847723,0.999897751,0.999847723,0.999847723,0.999847723,0.999847723,0.999847723
si:ch211-175l6.1,1,1,1,1,1,1,1,1,1
trim35-19,1,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751
si:ch211-51i16.1,0.999223602,0.999223602,0.999795501,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602
si:ch211-51i16.3,1,1,1,1,1,1,1,1,1
CABZ01019904.1,1,1,1,1,1,1,1,1,1
FO907110.1,1,1,1,1,1,1,1,1,1
si:ch73-379f5.5,1,1,1,1,1,1,1,1,1
cyp2k22,1,1,1,1,1,1,1,1,1
trim35-9,0.999486125,0.999486125,0.999486125,0.999486125,0.999486125,0.999486125,0.999486125,0.999795501,0.999486125
cyp2k6,1,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751
trim35-10,0.998748436,0.999847723,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436
rbfox3b,0.993012422,0.993012422,0.9969674,0.993012422,0.993012422,0.993012422,0.993012422,0.993012422,0.993012422
CABZ01064671.1,1,1,1,1,1,1,1,1,1
CABZ01058333.1,0.994565217,0.994565217,0.996447602,0.994565217,0.994565217,0.994565217,0.994565217,0.994565217,0.994565217
si:dkeyp-30d6.2,1,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751
znf1150,0.998748436,0.999086341,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436,0.998748436
znf1124,0.99924185,0.99924185,0.99924185,0.99924185,0.999486125,0.99924185,0.99924185,0.99924185,0.99924185
LO018550.1,1,1,1,1,1,1,1,1,1
gpr139,0.992236025,0.992236025,0.997757848,0.992236025,0.992236025,0.992236025,0.992236025,0.992236025,0.992236025
rnps1,0.796253997,0.796253997,0.796253997,0.939440994,0.796253997,0.796253997,0.796253997,0.796253997,0.796253997
FO904885.1,1,1,1,1,1,1,1,1,1
FO904885.2,1,1,1,1,1,1,1,1,1
zmp:0000000997,1,1,1,1,1,1,1,1,1
zgc:162154,0.997757848,0.997757848,0.997757848,0.997757848,0.997757848,0.998223801,0.997757848,0.997757848,0.997757848
trap1,0.800670017,0.800670017,0.800670017,0.927505112,0.800670017,0.800670017,0.800670017,0.800670017,0.800670017
crebbpb,0.80797929,0.80797929,0.80797929,0.832290363,0.80797929,0.80797929,0.80797929,0.80797929,0.80797929
CR339059.1,1,1,1,1,1,1,1,1,1
cbx2,0.736866149,0.736866149,0.736866149,0.838241309,0.736866149,0.736866149,0.736866149,0.736866149,0.736866149
nog1,0.972826087,0.96196319,0.96196319,0.96196319,0.96196319,0.96196319,0.96196319,0.96196319,0.96196319
pctp,0.997868129,0.997868129,0.997868129,0.998447205,0.997868129,0.997868129,0.997868129,0.997868129,0.997868129
elac2,0.92751637,0.92751637,0.92751637,0.980777096,0.92751637,0.92751637,0.92751637,0.92751637,0.92751637
map2k4a,0.935559006,0.935559006,0.960955269,0.935559006,0.935559006,0.935559006,0.935559006,0.935559006,0.935559006
tmem220,0.993273543,0.993273543,0.993273543,0.993273543,0.993273543,0.997670807,0.993273543,0.993273543,0.993273543
si:ch73-1f23.1,1,1,1,1,1,1,1,1,1
zgc:112965,0.999847723,0.999847723,0.999847723,0.999897751,0.999847723,0.999847723,0.999847723,0.999847723,0.999847723
CU210890.1,0.998934064,0.998934064,0.998934064,0.999223602,0.998934064,0.998934064,0.998934064,0.998934064,0.998934064
znf1004,0.997757848,0.997757848,0.997757848,0.997757848,0.997757848,1,0.997757848,0.997757848,0.997757848
CR382337.3,1,1,1,1,1,1,1,1,1
CR382337.1,1,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751
CR382337.2,0.999847723,0.999847723,0.999847723,0.999897751,0.999847723,0.999847723,0.999847723,0.999847723,0.999847723
mrps7,0.674585046,0.674585046,0.674585046,0.897648262,0.674585046,0.674585046,0.674585046,0.674585046,0.674585046
mif4gdb,0.973357016,0.973357016,0.973357016,0.973357016,0.973357016,0.973357016,0.973357016,0.973357016,0.985276074
sstr5,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.999620925
BX323882.1,1,1,1,1,1,1,1,1,1
AL935044.2,0.999847723,0.999847723,0.999847723,1,0.999847723,0.999847723,0.999847723,0.999847723,0.999847723
AL935044.1,0.999695447,0.999695447,0.999695447,1,0.999695447,0.999695447,0.999695447,0.999695447,0.999695447
mmd,0.989342806,0.989342806,0.989342806,0.989342806,0.989342806,0.989342806,0.989342806,0.989342806,0.990740741
CABZ01087224.1,1,1,1,1,1,1,1,1,1
hlfa,0.779751332,0.779751332,0.779751332,0.779751332,0.779751332,0.779751332,0.779751332,0.779751332,0.891203704
FOXK2,0.691030912,0.691030912,0.691030912,0.76863354,0.691030912,0.691030912,0.691030912,0.691030912,0.691030912
coro7,0.997757848,0.997757848,0.997757848,0.997757848,0.997757848,0.998447205,0.997757848,0.997757848,0.997757848
dnaja3a,0.920207096,0.920207096,0.920207096,0.928660826,0.920207096,0.920207096,0.920207096,0.920207096,0.920207096
hmox2b,0.996118012,0.996118012,0.997944502,0.996118012,0.996118012,0.996118012,0.996118012,0.996118012,0.996118012
cfap70,0.997496871,0.999223602,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871
srl,0.997496871,0.997563575,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871,0.997496871
tfap4,0.917466118,0.917466118,0.917466118,0.959818044,0.917466118,0.917466118,0.917466118,0.917466118,0.917466118
glis2b,0.99924185,0.99924185,0.99924185,0.99924185,0.999695447,0.99924185,0.99924185,0.99924185,0.99924185
pam16,0.698187909,0.698187909,0.698187909,0.901022495,0.698187909,0.698187909,0.698187909,0.698187909,0.698187909
vasnb,0.962539973,0.962539973,0.962539973,0.988789238,0.962539973,0.962539973,0.962539973,0.962539973,0.962539973
ccnf,0.81239531,0.81239531,0.81239531,0.894376278,0.81239531,0.81239531,0.81239531,0.81239531,0.81239531
abca3b,0.923611111,0.923611111,0.923611111,0.923611111,0.923611111,0.923611111,0.937111801,0.923611111,0.923611111
cyp2k18,0.995515695,0.995515695,0.995515695,0.995515695,0.995515695,0.998447205,0.995515695,0.995515695,0.995515695
cyp2k20,1,1,1,1,1,1,1,1,1
cyp2k19,0.999223602,0.999223602,0.999486125,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602,0.999223602
cyp2k21,1,1,1,1,1,1,1,1,1
cyp2k17,1,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751,0.999897751
cyp2k16,0.997563575,0.997563575,0.997563575,0.998447205,0.997563575,0.997563575,0.997563575,0.997563575,0.997563575
cyp2k8,0.985990559,0.985990559,0.985990559,0.997757848,0.985990559,0.985990559,0.985990559,0.985990559,0.985990559
si:ch211-8c17.2,0.999847723,0.999847723,0.999847723,1,0.999847723,0.999847723,0.999847723,0.999847723,0.999847723
si:ch211-8c17.3,1,1,1,1,1,1,1,1,1
si:ch211-8c17.4,1,1,1,1,1,1,1,1,1
kcnj2b,0.99537037,0.99537037,0.99537037,0.99537037,0.99537037,0.99537037,0.999486125,0.99537037,0.99537037
btbd17b,0.981481481,0.981481481,0.981481481,0.981481481,0.981481481,0.981481481,0.999620925,0.981481481,0.981481481
ccdc137,0.671082686,0.671082686,0.671082686,0.919529652,0.671082686,0.671082686,0.671082686,0.671082686,0.671082686
pdgfab,0.910313901,0.910313901,0.910313901,0.910313901,0.910313901,0.940916705,0.910313901,0.910313901,0.910313901
prkar1b,0.899103139,0.899103139,0.899103139,0.899103139,0.899103139,0.973602484,0.899103139,0.899103139,0.899103139
sun1,0.985790409,0.985790409,0.985790409,0.985790409,0.985790409,0.985790409,0.985790409,0.985790409,0.991239049
CU138547.1,0.998477235,0.998477235,0.998477235,0.999591002,0.998477235,0.998477235,0.998477235,0.998477235,0.998477235
dhps,0.778589919,0.778589919,0.778589919,0.861111111,0.778589919,0.778589919,0.778589919,0.778589919,0.778589919
si:dkey-117i10.1,0.999847723,0.999847723,0.999847723,1,0.999847723,0.999847723,0.999847723,0.999847723,0.999847723
fbxw9,0.997670807,0.997670807,0.998477235,0.997670807,0.997670807,0.997670807,0.997670807,0.997670807,0.997670807
zgc:77748,1,1,1,1,1,1,1,1,1
CABZ01079251.1,0.999695447,0.999695447,0.999695447,0.999897751,0.999695447,0.999695447,0.999695447,0.999695447,0.999695447
slc25a19,0.913202376,0.913202376,0.913202376,0.957566462,0.913202376,0.913202376,0.913202376,0.913202376,0.913202376
JMJD8,0.999695447,0.999695447,0.999695447,0.999795501,0.999695447,0.999695447,0.999695447,0.999695447,0.999695447
amdhd2,0.93101873,0.93101873,0.93101873,0.959641256,0.93101873,0.93101873,0.93101873,0.93101873,0.93101873
si:ch73-106n3.1,1,1,1,1,1,1,1,1,1
si:ch73-106n3.2,1,1,1,1,1,1,1,1,1
tufm,0.357545302,0.357545302,0.357545302,0.762202753,0.357545302,0.357545302,0.357545302,0.357545302,0.357545302
hspbp1,0.730913642,0.790408526,0.730913642,0.730913642,0.730913642,0.730913642,0.730913642,0.730913642,0.730913642
pglyrp6,0.982478098,0.98401421,0.982478098,0.982478098,0.982478098,0.982478098,0.982478098,0.982478098,0.982478098
si:ch211-194b1.1,0.962453066,0.97309417,0.962453066,0.962453066,0.962453066,0.962453066,0.962453066,0.962453066,0.962453066
ptger1b,1,1,1,1,1,1,1,1,1
ilf3b,0.216384955,0.216384955,0.216384955,0.41799591,0.216384955,0.216384955,0.216384955,0.216384955,0.216384955
farsa,0.833104919,0.833104919,0.833104919,0.922403004,0.833104919,0.833104919,0.833104919,0.833104919,0.833104919
si:dkey-61n16.5,0.731793961,0.731793961,0.731793961,0.731793961,0.731793961,0.731793961,0.731793961,0.731793961,0.858573217
syce2,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998748436
gcdhb,0.98111771,0.98111771,0.98111771,0.982238011,0.98111771,0.98111771,0.98111771,0.98111771,0.98111771
nfil3-6,0.902309059,0.902309059,0.902309059,0.902309059,0.902309059,0.902309059,0.902309059,0.902309059,0.917396746
si:ch211-108d22.2,0.776305771,0.776305771,0.776305771,0.894618834,0.776305771,0.776305771,0.776305771,0.776305771,0.776305771
si:ch211-108d22.1,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.996447602,0.997106746
plppr2a,0.982238011,0.982238011,0.982238011,0.982238011,0.982238011,0.982238011,0.982238011,0.982238011,0.989130435
tlcd4b,0.917040359,0.917040359,0.917040359,0.917040359,0.917040359,0.920807453,0.917040359,0.917040359,0.917040359
cnn1b,0.997757848,0.997757848,0.997757848,0.997757848,0.997757848,0.999897751,0.997757848,0.997757848,0.997757848
elof1,0.256129131,0.256129131,0.256129131,0.455569462,0.256129131,0.256129131,0.256129131,0.256129131,0.256129131
tmem205,0.941704036,0.941704036,0.941704036,0.941704036,0.941704036,0.984467794,0.941704036,0.941704036,0.941704036
rab3db,0.985838282,0.985838282,0.985838282,0.997341513,0.985838282,0.985838282,0.985838282,0.985838282,0.985838282
epor,1,1,1,1,1,1,1,1,1
swsap1,0.981574539,0.981574539,0.981574539,0.995807771,0.981574539,0.981574539,0.981574539,0.981574539,0.981574539
znf653,0.974722095,0.974722095,0.974722095,0.980590062,0.974722095,0.974722095,0.974722095,0.974722095,0.974722095
tspan35,0.975336323,0.975336323,0.975336323,0.975336323,0.975336323,0.996245307,0.975336323,0.975336323,0.975336323
zgc:158403,0.992233897,0.992233897,0.992233897,0.997757848,0.992233897,0.992233897,0.992233897,0.992233897,0.992233897
gadd45gip1,0.538754378,0.538754378,0.538754378,0.790695297,0.538754378,0.538754378,0.538754378,0.538754378,0.538754378
nfixb,0.98206278,0.98206278,0.98206278,0.98206278,0.98206278,0.995341615,0.98206278,0.98206278,0.98206278
nme4,0.973808436,0.973808436,0.973808436,0.988789238,0.973808436,0.973808436,0.973808436,0.973808436,0.973808436
xpo6,0.938632557,0.938632557,0.938632557,0.954968944,0.938632557,0.938632557,0.938632557,0.938632557,0.938632557
antkmt,0.899103139,0.899103139,0.899103139,0.899103139,0.899103139,0.908385093,0.899103139,0.899103139,0.899103139
si:dkey-282h22.5,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998223801,0.998972251
tspan10,0.985838282,0.985838282,0.985838282,0.996447602,0.985838282,0.985838282,0.985838282,0.985838282,0.985838282
hirip3,0.314451043,0.314451043,0.314451043,0.710633947,0.314451043,0.314451043,0.314451043,0.314451043,0.314451043
kctd13,0.736801242,0.736801242,0.871872631,0.736801242,0.736801242,0.736801242,0.736801242,0.736801242,0.736801242
sez6l2,0.99378882,0.99378882,0.998862775,0.99378882,0.99378882,0.99378882,0.99378882,0.99378882,0.99378882
asphd1,0.895962733,0.895962733,0.934420015,0.895962733,0.895962733,0.895962733,0.895962733,0.895962733,0.895962733
cabp5b,0.87307297,0.87307297,0.87307297,0.87307297,0.87307297,0.87307297,0.87307297,0.884259259,0.87307297
pitpnbl,0.595401249,0.595401249,0.595401249,0.656055901,0.595401249,0.595401249,0.595401249,0.595401249,0.595401249
sh2b1,0.909722222,0.909722222,0.909722222,0.909722222,0.909722222,0.909722222,0.918379778,0.909722222,0.909722222
atxn2l,0.828688899,0.828688899,0.828688899,0.909937888,0.828688899,0.828688899,0.828688899,0.828688899,0.828688899
lat,0.999847723,0.999847723,0.999847723,0.999897751,0.999847723,0.999847723,0.999847723,0.999847723,0.999847723
si:dkey-56d12.4,0.988789238,0.988789238,0.988789238,0.988789238,0.988789238,0.992895204,0.988789238,0.988789238,0.988789238
spns1,0.874223602,0.874223602,0.87741739,0.874223602,0.874223602,0.874223602,0.874223602,0.874223602,0.874223602
nfatc2ip,0.879092432,0.879092432,0.879092432,0.90603272,0.879092432,0.879092432,0.879092432,0.879092432,0.879092432
sgf29,0.874524136,0.874524136,0.874524136,0.938664596,0.874524136,0.874524136,0.874524136,0.874524136,0.874524136
nupr1b,0.905588549,0.905588549,0.905588549,0.952914798,0.905588549,0.905588549,0.905588549,0.905588549,0.905588549
doc2a,0.998447205,0.998447205,0.999620925,0.998447205,0.998447205,0.998447205,0.998447205,0.998447205,0.998447205
si:dkey-93n13.2,0.950205573,0.950205573,0.950205573,0.982106339,0.950205573,0.950205573,0.950205573,0.950205573,0.950205573
si:dkey-93n13.1,0.982183646,0.982183646,0.982183646,0.99068323,0.982183646,0.982183646,0.982183646,0.982183646,0.982183646
zgc:66474,0.883508451,0.883508451,0.883508451,0.944099379,0.883508451,0.883508451,0.883508451,0.883508451,0.883508451
zgc:66443,0.912593269,0.912593269,0.912593269,0.962453066,0.912593269,0.912593269,0.912593269,0.912593269,0.912593269
mvp,0.959798995,0.959798995,0.959798995,0.961883408,0.959798995,0.959798995,0.959798995,0.959798995,0.959798995
phb,0.193848028,0.193848028,0.193848028,0.729662078,0.193848028,0.193848028,0.193848028,0.193848028,0.193848028
znf652,0.993012422,0.993012422,0.995279427,0.993012422,0.993012422,0.993012422,0.993012422,0.993012422,0.993012422
phospho1,0.997346475,0.997346475,0.997346475,0.997346475,0.997685185,0.997346475,0.997346475,0.997346475,0.997346475
natd1,0.938664596,0.938664596,0.951388889,0.938664596,0.938664596,0.938664596,0.938664596,0.938664596,0.938664596
tmem11,0.71219735,0.71219735,0.71219735,0.86257764,0.71219735,0.71219735,0.71219735,0.71219735,0.71219735
dhrs7b,0.982335922,0.982335922,0.982335922,0.987566607,0.982335922,0.982335922,0.982335922,0.982335922,0.982335922
cramp1,0.953555657,0.953555657,0.953555657,0.956018519,0.953555657,0.953555657,0.953555657,0.953555657,0.953555657
jpt2,0.329374143,0.329374143,0.329374143,0.676584867,0.329374143,0.329374143,0.329374143,0.329374143,0.329374143
